Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2004-03-01,77.99031066894531,78.11115850176002,77.37933041687651,77.5001833720985,33130800
2004-03-02,77.53374481201172,78.53413544919309,77.36589379331117,77.84259007173192,38556400
2004-03-03,77.67474365234375,77.7955965978604,77.15775961558651,77.37932420276817,31346200
2004-03-04,77.87617492675781,77.95002980158806,77.56061412019366,77.69489803916125,21060000
2004-03-05,78.13800048828125,78.52070058695466,77.39945706727718,77.49345322327372,55905600
2004-03-08,77.1846694946289,78.29920355030194,77.15110233925238,78.11120596606968,39281600
2004-03-09,76.87577056884766,77.35246687209667,76.70120406603313,77.27861201022924,39746100
2004-03-10,75.58667755126953,77.05704910040927,75.57324660023419,77.02348196763481,67671800
2004-03-11,74.60645294189453,76.04996819116279,74.59302198639503,75.46584968715094,89134800
2004-03-12,75.58667755126953,75.6739582433715,74.91527342689672,75.01598507003403,54012200
2004-03-15,74.66015625,75.43227222091879,74.45873803307009,75.37855864744083,57677200
2004-03-16,75.0562973022461,75.23757423351576,74.41846005890018,75.04958182407789,59832600
2004-03-17,75.89554595947266,76.04325573142756,75.26442425108664,75.31813782678088,41607300
2004-03-18,75.91567993164062,76.04995873548813,75.1502794804122,75.66725850987392,60014300
2004-03-19,74.82757568359375,75.84495189118427,74.81410278286116,75.73715326422383,48636200
2004-03-22,73.87753295898438,74.49738881035361,73.50696416720747,74.4771769017773,62752100
2004-03-23,73.74954986572266,74.38288402894416,73.68217509397614,74.2818193011416,54080200
2004-03-24,73.8101577758789,74.20767234980661,73.33852430367541,73.83036968433444,51584300
2004-03-25,74.78714752197266,74.98927700385423,73.97190085501853,74.1672913167397,49873600
2004-03-26,74.80732727050781,75.31938463479086,74.65236585602528,74.76016443040044,37409500
2004-03-29,75.85839080810547,75.95945550960688,75.17789910808206,75.21158391500637,44113600
2004-03-30,76.11444854736328,76.18182332501274,75.60913000444323,75.66303188270922,39059900
2004-03-31,76.20204162597656,76.40417111621876,75.71693496168842,76.12792782224551,48517600
2004-04-01,76.66016387939453,76.72080475613825,76.168323549769,76.18179644439859,45103800
2004-04-02,77.23957824707031,77.37432772382513,76.74099901464184,77.35411581634821,50987700
2004-04-05,77.66410827636719,77.7382220922916,77.10489285671125,77.11836575943964,30251800
2004-04-06,77.4148178100586,77.60346928262993,77.22616633748726,77.36765494191576,28420900
2004-04-07,77.23286437988281,77.46868375153639,76.88251254202001,77.4484666971133,45890500
2004-04-08,77.05768585205078,77.75839462104612,76.63321512389497,77.75839462104612,46929700
2004-04-12,77.36091613769531,77.53609470858895,77.19247658808874,77.19921560937578,23085200
2004-04-13,76.27613830566406,77.68429512005532,76.14812264789249,77.65734418471577,56210300
2004-04-14,76.39741516113281,76.56585465220867,75.83146093849332,75.87188477143462,62322300
2004-04-15,76.10769653320312,76.66017784018625,75.70344279596075,76.43783648557513,61602500
2004-04-16,76.6938705444336,76.84209811949121,76.12117730110076,76.39067637535243,47059200
2004-04-19,76.6938705444336,76.80166914606119,76.31656258782361,76.50521913631127,28277600
2004-04-20,75.40699768066406,77.02401798495636,75.31267196744722,76.86231749663688,53299400
2004-04-21,75.91230773925781,76.10095914465438,75.37330445817692,75.59564067718559,50177300
2004-04-22,76.97683715820312,77.25981423179303,75.75733705032901,75.78428798215158,62071500
2004-04-23,77.05093383789062,77.19242234328904,76.66689214027679,77.09135765647203,29395700
2004-04-26,76.94315338134766,77.4417379495186,76.53889965230599,77.14528281605102,35515200
2004-04-27,77.01052856445312,77.5630098263522,76.78144820981144,76.96336571796289,43485500
2004-04-28,76.01338958740234,76.81516338135071,75.79778719831957,76.73431055780726,50165800
2004-04-29,75.34632873535156,76.35022632115465,74.8949122866091,75.94597270824552,69687600
2004-04-30,74.76020050048828,75.71693579876329,74.71977665813954,75.57544721017614,48681400
2004-05-03,75.56196594238281,75.6562916576627,75.02295744904119,75.036435488576,33758000
2004-05-04,75.5013198852539,76.30983257001053,75.2318207973673,75.62933555025596,51185100
2004-05-05,75.98645782470703,76.10773452044845,75.56873098188372,75.73717055150415,34405000
2004-05-06,75.33285522460938,75.85838546697747,74.78711307143695,75.47434374060356,54997000
2004-05-07,74.08641052246094,75.61584367831324,74.08641052246094,74.93534682931045,60950000
2004-05-10,73.32508087158203,73.94493696828911,73.008413804248,73.73607364318171,75279400
2004-05-11,73.94496154785156,74.14709106153238,73.66198434099206,73.74957105539131,48300600
2004-05-12,74.41656494140625,74.47720583105334,72.8062838214073,73.82365978462363,90830500
2004-05-13,74.10664367675781,74.65912505124291,73.86409037670428,73.95168220972492,57393700
2004-05-14,74.14034271240234,74.6119713311639,73.6215460913982,74.07970180978076,54123100
2004-05-17,73.50696563720703,73.77646975112859,73.04207630956486,73.36547713398,55020400
2004-05-18,73.87753295898438,74.07292330916098,73.66193070023145,73.76972925942624,30193100
2004-05-19,73.62149810791016,74.90837772094261,73.54065047759646,74.45022230116706,54804100
2004-05-20,73.85735321044922,74.02579270908068,73.46657233993653,73.74281044470202,38082900
2004-05-21,73.9853515625,74.48393609748928,73.75627634942227,74.09315529126462,47480400
2004-05-24,74.29525756835938,74.62540253464948,73.89774300209109,74.47043600553747,40961500
2004-05-25,75.35980224609375,75.44739404219058,73.843847329984,74.04597670827742,48668000
2004-05-26,75.6225814819336,75.65627143139787,75.13074111808852,75.23180582611677,35977000
2004-05-27,76.04708099365234,76.1548796200584,75.50133342000758,75.8247395799588,45306900
2004-05-28,76.04032135009766,76.05379424710695,75.70344238084873,75.95273466862439,23367200
2004-06-01,75.93927001953125,76.04033475619691,75.37331571878917,75.77083050521048,41044700
2004-06-02,76.22224426269531,76.45806368604279,75.77082761522107,76.15486948760997,39774200
2004-06-03,75.52153015136719,76.26266804794557,75.50805725341371,76.00663672354013,38688300
2004-06-04,76.12117767333984,76.52543142705954,75.93926014292849,76.12117767333984,32739500
2004-06-07,77.28003692626953,77.35415071402942,76.4176275490986,76.4243665680855,31643800
2004-06-08,77.38783264160156,77.42825647059934,76.92293804666778,77.05769271060176,32846500
2004-06-09,76.66690063476562,77.2800175594238,76.6197377944073,77.15200707294497,36737600
2004-06-10,77.0442123413086,77.0442123413086,76.76123526616236,76.83534904399085,21711000
2004-06-14,76.28289031982422,76.70735605791049,76.0470760208874,76.68714413805392,34633000
2004-06-15,76.82190704345703,77.11162327258727,76.47829406546799,76.74105934998529,37445000
2004-06-16,76.80841064453125,76.94316018600703,76.60628119195208,76.80841064453125,26633400
2004-06-17,76.6938705444336,76.85557101705767,76.35699156125365,76.70734344200004,28402400
2004-06-18,76.83854675292969,77.23751752227282,76.53425112341321,76.59510818566571,31799800
2004-06-21,76.5478286743164,77.18347485610124,76.50049364965993,76.91975041028216,25284000
2004-06-22,76.93326568603516,77.00765002664785,76.18942743903852,76.50048688199601,37334000
2004-06-23,77.59591674804688,77.65677381421324,76.69654671443233,76.82502962184222,35580000
2004-06-24,77.35247039794922,77.7176282356629,77.26456403593784,77.46742606191644,35272100
2004-06-25,76.98054504394531,77.7243879122195,76.87235300073144,77.36599370793824,32837900
2004-06-28,76.71685028076172,77.50126482166101,76.68980612891492,77.44040258218435,40824500
2004-06-29,77.0346908569336,77.20374521985302,76.69658213109474,76.77096646350967,28418100
2004-06-30,77.4471664428711,77.62298438519856,76.85209707693087,77.13610710437085,52230600
2004-07-01,76.37200164794922,77.3592785212891,76.12856294941282,77.2578448703773,57734700
2004-07-02,76.33139038085938,76.60864188999781,76.14205040346114,76.52073551738505,34615100
2004-07-06,75.66197204589844,76.04065217687726,75.48615405974549,75.9865587004016,38698200
2004-07-07,75.88511657714844,76.12179163258948,75.56729357735793,75.60786496996803,29839800
2004-07-08,75.35768127441406,75.95275082836797,75.19538535677465,75.60787845229697,45291100
2004-07-09,75.55375671386719,75.69576171934182,75.31707654561454,75.5469930967127,27412900
2004-07-12,75.58757781982422,75.76339578296844,75.06012908952069,75.41175985667998,35691300
2004-07-13,75.64167022705078,75.74986231607471,75.46585227836704,75.68224161554366,26752000
2004-07-14,75.41175842285156,76.00006938884314,75.14127560362373,75.23594562217929,54089400
2004-07-15,74.92488098144531,75.67548261799105,74.85725512226708,75.56052175286528,38403500
2004-07-16,74.86404418945312,75.51321241703985,74.68146772134111,75.4455916940032,40871200
2004-07-19,74.54618835449219,75.03306560099148,74.3771340416315,74.89106059728388,39592800
2004-07-20,75.49288940429688,75.66870732459998,74.55294788899354,74.74228788356861,46679800
2004-07-21,74.09988403320312,75.7768998457855,74.01197249296598,75.61460915791932,56241100
2004-07-22,74.30274200439453,74.64761421132248,73.55214052061895,73.95111134022729,72477100
2004-07-23,73.6806411743164,74.18780418225563,73.49806476147499,74.1269470976848,49610500
2004-07-26,73.53861236572266,73.99844021722514,73.17345449901829,73.83614955173228,49679100
2004-07-27,74.22835540771484,74.45827192493714,73.68738477501257,73.74148338602105,51295100
2004-07-28,74.4515380859375,74.6341196813334,73.43044832105585,74.07962159454176,65862300
2004-07-29,74.76937103271484,74.97223835250988,74.38392725240848,74.74908533256139,52200500
2004-07-30,74.95193481445312,74.99251136702641,74.45153537850395,74.6003040333041,41581700
2004-08-02,75.10745239257812,75.30355602107025,74.41771304333719,74.51238304893637,38263100
2004-08-03,74.52593231201172,75.100716172586,74.49212453146632,75.01280975221167,40948800
2004-08-04,74.51914978027344,74.89107138579578,74.14046971583537,74.30952405304936,40763200
2004-08-05,73.30196380615234,74.64087130719842,73.21405224637003,74.58001422039136,50772000
2004-08-06,72.2538070678711,73.00440857550691,72.09828000038061,72.78125566045242,74729000
2004-08-09,72.35527801513672,72.67986470989494,72.26737159072306,72.36880009615017,37476300
2004-08-10,73.28843688964844,73.30872774446847,72.53107673516548,72.56488450827398,55870600
2004-08-11,73.13966369628906,73.25461939603633,72.42286986917361,72.81507713091793,52933200
2004-08-12,72.34175109863281,72.99767774611658,72.10507084410851,72.81510128942112,50015900
2004-08-13,72.4837417602539,72.59193385703371,72.07800720972456,72.42287951402285,41634700
2004-08-16,73.23436737060547,73.46427887579576,72.4229031636926,72.44995248650278,45731900
2004-08-17,73.64683532714844,73.89703244909416,73.38986942790166,73.53863807291211,40701600
2004-08-18,74.40422058105469,74.49889063089726,73.36284487365549,73.38313057588879,43165400
2004-08-19,74.18779754638672,74.39742325332998,73.82940321162755,74.25541824290437,39881600
2004-08-20,74.70850372314453,74.80993221005133,74.05257199245631,74.12019270343735,44870900
2004-08-23,74.51914978027344,74.90459346275617,74.4177213052482,74.75582997967618,33745100
2004-08-24,74.62061309814453,74.87757909477214,74.28250428921852,74.81671682641733,30453100
